City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
252,Labrea,-7.2586,-64.7981,78.76,77,77,2.35,BR,broken clouds
253,Bengkulu,-3.8004,102.2655,75.38,90,93,2.28,ID,overcast clouds
254,Sobolevo,54.4299,31.8996,53.94,85,100,6.87,RU,light rain
255,Cabo San Lucas,22.8909,-109.9124,97.81,19,1,3.44,MX,clear sky
256,Nouakchott,18.0858,-15.9785,67.93,79,78,18.54,MR,broken clouds
257,Lagoa,39.05,-27.9833,61.75,74,68,8.7,PT,broken clouds
258,Morondava,-20.2833,44.2833,68.52,86,0,6.17,MG,clear sky
259,Port Hedland,-20.3167,118.5667,73.45,43,86,11.5,AU,overcast clouds
260,Kuusamo,65.9667,29.1833,37.44,70,20,11.5,FI,few clouds
261,Lavrentiya,65.5833,-171.0,33.48,84,8,10.67,RU,clear sky
262,Prince Rupert,54.3161,-130.3201,55.49,66,75,6.91,CA,broken clouds
263,Muncar,-8.4333,114.3333,76.46,92,95,1.36,ID,overcast clouds
264,Leningradskiy,69.3833,178.4167,32.45,88,27,13.51,RU,scattered clouds
265,Somanda,-3.3667,33.95,66.83,72,52,3.53,TZ,broken clouds
266,San Patricio,28.017,-97.5169,86.09,68,80,17.36,US,broken clouds
267,Mormugao,15.4,73.8,81.77,78,95,5.26,IN,overcast clouds
268,Minab,27.1467,57.0801,85.5,33,0,0.56,IR,clear sky
269,Waddan,29.1614,16.139,89.17,14,46,14.32,LY,scattered clouds
270,Deer Lake,49.1667,-57.4316,40.86,52,20,12.66,CA,few clouds
271,Solnechnyy,50.7214,136.6319,56.77,63,33,5.19,RU,scattered clouds
272,Kpalime,6.9,0.6333,74.79,95,88,1.7,TG,overcast clouds
273,Dajal,29.5577,70.3762,96.69,17,18,3.31,PK,few clouds
274,Merauke,-8.4667,140.3333,78.13,82,78,13.98,ID,broken clouds
275,Disraeli,45.9001,-71.3491,53.22,36,90,1.99,CA,overcast clouds
276,Kupang,-10.1667,123.5833,77.58,78,20,9.22,ID,few clouds
277,Zlobin,45.2924,14.6541,51.1,67,0,5.91,HR,clear sky
278,Nizhneangarsk,55.7833,109.55,44.26,54,100,1.14,RU,overcast clouds
279,Kaitangata,-46.2817,169.8464,53.92,78,100,11.32,NZ,moderate rain
280,Pacasmayo,-7.4006,-79.5714,68.0,85,64,11.7,PE,broken clouds
281,Huarmey,-10.0681,-78.1522,68.22,84,14,9.46,PE,few clouds
282,Nioro,13.35,-15.75,80.94,44,1,9.89,GM,clear sky
283,Chuy,-33.6971,-53.4616,56.84,87,100,7.05,UY,overcast clouds
284,Paamiut,61.994,-49.6678,41.97,75,64,9.86,GL,broken clouds
285,Vao,-22.6667,167.4833,71.29,68,11,21.65,NC,few clouds
286,Otane,-39.8833,176.6333,59.02,76,98,5.82,NZ,overcast clouds
287,Kapit,2.0167,112.9333,73.96,99,70,0.81,MY,broken clouds
288,Kaduqli,11.0167,29.7167,87.87,33,9,4.83,SD,clear sky
289,Guayaquil,-2.1667,-79.9,82.69,71,20,8.05,EC,few clouds
290,Playa Vicente,17.8333,-95.8167,96.57,40,34,4.54,MX,scattered clouds
291,Nizhniy Kuranakh,58.8353,125.4869,54.75,67,35,0.69,RU,scattered clouds
292,Miandrivazo,-19.5167,45.4667,66.06,78,0,0.63,MG,clear sky
293,San Francisco,37.7749,-122.4194,88.38,73,75,3.0,US,broken clouds
294,Roebourne,-20.7833,117.1333,74.61,65,99,9.75,AU,overcast clouds
295,Burnie,-41.0667,145.9167,44.94,64,1,3.13,AU,clear sky
296,Sitka,57.0531,-135.33,48.09,76,90,11.5,US,light rain
297,Luderitz,-26.6481,15.1594,62.11,54,81,11.25,NA,broken clouds
298,Labuhan,-6.8844,112.2051,77.7,89,97,6.49,ID,overcast clouds
299,Broome,42.2506,-75.833,48.16,88,90,1.01,US,moderate rain
300,Abu Samrah,35.3029,37.1841,65.62,69,0,10.56,SY,clear sky
301,Ambovombe,-25.1667,46.0833,64.9,79,0,5.44,MG,clear sky
302,Skerries,53.5828,-6.1083,53.19,94,85,10.13,IE,overcast clouds
303,Tortoli,39.9256,9.6572,65.98,65,39,3.91,IT,scattered clouds
304,Lagos,6.5833,3.75,80.92,90,100,4.81,NG,overcast clouds
305,Laguna De Perlas,12.3429,-83.6712,80.64,81,33,11.01,NI,light rain
306,Arraial Do Cabo,-22.9661,-42.0278,75.16,94,0,26.49,BR,clear sky
307,Akyab,20.15,92.9,81.1,85,63,3.24,MM,broken clouds
308,Makat,47.6469,53.3463,71.94,54,0,2.28,KZ,clear sky
309,Arman,59.7,150.1667,38.32,97,100,3.96,RU,light rain
310,Asau,46.4333,26.4,58.75,96,100,1.81,RO,overcast clouds
311,Mbuji-Mayi,-6.15,23.6,72.0,56,38,3.71,CD,scattered clouds
312,Ciudad Bolivar,8.1222,-63.5497,86.65,53,44,11.86,VE,scattered clouds
313,Tongzi,28.7829,105.0877,69.66,90,80,1.74,CN,broken clouds
314,Tongliao,43.6125,122.2653,62.08,39,9,7.61,CN,clear sky
315,Waingapu,-9.6567,120.2641,77.34,84,100,10.76,ID,overcast clouds
316,Zaysan,47.4667,84.8667,52.88,42,2,3.89,KZ,clear sky
317,Whitehorse,60.7161,-135.0538,59.02,34,75,15.01,CA,broken clouds
318,Cayenne,4.9333,-52.3333,80.1,84,75,5.01,GF,broken clouds
319,Hun,29.1268,15.9477,90.1,13,55,15.32,LY,broken clouds
320,Bam,29.106,58.357,82.96,16,0,7.99,IR,clear sky
321,Nanortalik,60.1432,-45.2371,36.9,90,95,9.28,GL,overcast clouds
322,Meadow Lake,34.8014,-106.5436,90.37,9,3,9.95,US,clear sky
323,Sakakah,29.9697,40.2064,81.97,13,22,5.21,SA,few clouds
324,Mattru,7.6244,-11.8332,76.59,95,70,2.75,SL,light rain
325,Bilma,18.6853,12.9164,88.07,8,67,6.6,NE,broken clouds
326,Dragutesti,44.9667,23.2333,53.19,83,17,5.41,RO,few clouds
327,Biloela,-24.4167,150.5,62.92,51,82,13.94,AU,broken clouds
328,Kattivakkam,13.2167,80.3167,85.06,78,70,15.32,IN,broken clouds
329,Valparaiso,-33.0393,-71.6273,58.64,77,0,14.0,CL,clear sky
330,Isla Aguada,18.7833,-91.4667,91.44,69,57,14.25,MX,broken clouds
331,Xai-Xai,-25.0519,33.6442,66.29,45,0,9.78,MZ,clear sky
332,Khani,41.9563,42.9566,53.17,76,69,6.62,GE,broken clouds
333,Roma,43.2128,-75.4557,46.65,92,90,3.44,US,heavy intensity rain
334,Bambanglipuro,-7.95,110.2833,57.6,92,85,2.75,ID,overcast clouds
335,Dobryanka,58.4619,56.4165,44.46,94,88,5.46,RU,overcast clouds
336,Opuwo,-18.0607,13.84,62.15,31,0,6.62,NA,clear sky
337,Usinsk,65.9939,57.5281,42.89,86,100,23.82,RU,overcast clouds
338,Drayton Valley,53.2168,-114.9854,50.92,65,100,16.55,CA,light rain
339,Mizdah,31.4451,12.9801,81.86,21,54,2.3,LY,broken clouds
340,Morgan City,29.6994,-91.2068,84.99,54,1,8.46,US,clear sky
341,Verkh-Chebula,56.0308,87.6218,38.5,66,91,8.08,RU,overcast clouds
342,Torbat-E Jam,35.244,60.6225,75.85,28,0,12.41,IR,clear sky
343,Kasongo,-4.45,26.6667,75.07,63,100,2.46,CD,overcast clouds
344,Havre-Saint-Pierre,50.2334,-63.5986,48.56,40,40,20.71,CA,scattered clouds
